-----NEW TEST-------
frequency:    1.166700 Hz
start time    215984 ms
stop time     224555 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
1,0,250,132.10,-97.90,230
2,0,250,130.34,-96.66,227
3,0,250,128.61,-100.39,229
4,0,250,126.91,-99.09,226
5,0,250,125.26,-104.74,230
6,0,250,123.63,-102.37,226
7,0,250,122.04,-100.96,223
8,0,250,120.49,-103.51,224
9,0,250,118.98,-105.02,224
10,0,250,117.50,-106.50,224
11,0,250,116.06,-108.94,225
12,0,250,114.66,-108.34,223
13,0,250,113.30,-110.70,224
14,0,250,111.97,-108.03,220
15,0,250,110.68,-110.32,221
16,0,250,109.43,-112.57,222
17,0,250,108.22,-111.78,220
18,0,250,107.05,-108.95,216
19,0,250,105.92,-113.08,219
20,0,250,104.83,-112.17,217
21,0,250,103.78,-115.22,219
22,0,250,102.77,-113.23,216
23,0,250,101.80,-115.20,217
24,0,250,100.87,-116.13,217
25,0,250,99.98,-115.02,215
26,0,250,99.13,-115.87,215
27,0,250,98.32,-113.68,212
28,0,250,97.56,-116.44,214
29,0,250,96.83,-117.17,214
30,0,250,96.15,-117.85,214
31,0,250,95.51,-115.49,211
32,0,250,94.91,-115.09,210
33,0,250,94.36,-116.64,211
34,0,250,93.84,-117.16,211
35,0,250,93.37,-114.63,208
36,0,250,92.94,-118.06,211
37,0,250,92.56,-116.44,209
38,0,250,92.21,-114.79,207
39,0,250,91.91,-115.09,207
40,0,250,91.65,-111.35,203
41,0,250,91.44,-114.56,206
42,0,250,91.27,-109.73,201
43,0,250,91.14,-107.86,199
44,0,250,91.05,-107.95,199
45,0,250,91.01,-105.99,197
46,0,250,91.01,-105.99,197
47,0,250,91.05,-104.95,196
48,0,250,91.13,-103.87,195
49,0,250,91.26,-103.74,195
50,0,250,91.43,-104.57,196
51,0,250,91.65,-101.35,193
52,0,250,91.90,-103.10,195
53,0,250,92.20,-101.80,194
54,0,250,92.55,-100.45,193
55,0,250,92.93,-99.07,192
56,0,250,93.36,-97.64,191
57,0,250,93.83,-96.17,190
58,0,250,94.34,-97.66,192
59,0,250,94.90,-97.10,192
60,0,250,95.49,-93.51,189
61,0,250,96.13,-91.87,188
62,0,250,96.82,-91.18,188
63,0,250,97.54,-88.46,186
64,0,250,98.30,-87.70,186
65,0,250,99.11,-86.89,186
66,0,250,99.96,-85.04,185
67,0,250,100.84,-81.16,182
68,0,250,101.77,-81.23,183
69,0,250,102.74,-82.26,185
70,0,250,103.75,-76.25,180
71,0,250,104.80,-79.20,184
72,0,250,105.89,-76.11,182
73,0,250,107.02,-73.98,181
74,0,250,108.19,-74.81,183
75,0,250,109.40,-69.60,179
76,0,250,110.65,-69.35,180
77,0,250,111.94,-61.06,173
78,0,250,113.26,-63.74,177
79,0,250,114.63,-65.37,180
80,0,250,116.03,-59.97,176
81,0,250,117.47,-60.53,178
82,0,250,118.94,-54.06,173
83,0,250,120.46,-49.54,170
84,0,250,122.01,-52.99,175
85,0,250,123.59,-48.41,172
86,0,250,125.21,-43.79,169
87,0,250,126.87,-41.13,168
88,0,250,128.57,-39.43,168
89,0,250,130.29,-37.71,168
90,0,250,132.06,-32.94,165
91,0,250,133.85,-33.15,167
92,0,250,135.68,-30.32,166
93,0,250,137.55,-27.45,165
94,0,250,139.44,-25.56,165
95,0,246,141.37,-24.63,166
96,0,216,143.34,-21.66,165
97,0,176,145.33,-17.67,163
98,0,146,147.35,-14.65,162
99,0,125,149.41,-12.59,162
100,0,95,151.50,-9.50,161
101,0,83,153.61,-8.39,162
102,0,42,155.76,-4.24,160
103,0,20,157.93,-2.07,160
104,1,0,160.14,0.14,160
105,13,0,162.37,1.37,161
106,46,0,164.63,4.63,160
107,49,0,166.91,4.91,162
108,62,0,169.23,6.23,163
109,105,0,171.57,10.57,161
110,119,0,173.93,11.93,162
111,163,0,176.32,16.32,160
112,177,0,178.73,17.73,161
113,201,0,181.17,20.17,161
114,216,0,183.64,21.64,162
115,201,0,186.12,20.12,166
116,246,0,188.63,24.63,164
117,250,0,191.16,25.16,166
118,250,0,193.71,27.71,166
119,250,0,196.28,25.28,171
120,228,0,198.88,22.88,176
121,214,0,201.49,21.49,180
122,231,0,204.12,23.12,181
123,227,0,206.77,22.77,184
124,234,0,209.44,23.44,186
125,250,0,212.12,25.12,187
126,250,0,214.83,25.83,189
127,250,0,217.55,25.55,192
128,250,0,220.28,30.28,190
129,250,0,223.03,29.03,194
130,250,0,225.80,27.80,198
131,250,0,228.58,31.58,197
132,250,0,231.37,27.37,204
133,250,0,234.17,25.17,209
134,250,0,236.99,26.99,210
135,250,0,239.82,29.82,210
136,250,0,242.66,29.66,213
137,250,0,245.51,32.51,213
138,250,0,248.37,31.37,217
139,250,0,251.24,33.24,218
140,250,0,254.12,38.12,216
141,250,0,257.00,36.00,221
142,250,0,259.90,39.90,220
143,250,0,262.80,40.80,222
144,250,0,265.70,43.70,222
145,250,0,268.61,43.61,225
146,250,0,271.53,43.53,228
147,250,0,274.45,44.45,230
148,250,0,277.38,47.38,230
149,250,0,280.30,47.30,233
150,250,0,283.23,46.23,237
151,250,0,286.16,51.16,235
152,250,0,289.09,45.09,244
153,250,0,292.03,48.03,244
154,250,0,294.96,48.96,246
155,250,0,297.89,50.89,247
156,250,0,300.82,53.82,247
157,250,0,303.75,52.75,251
158,250,0,306.67,54.67,252
159,250,0,309.59,54.59,255
160,250,0,312.51,55.51,257
161,250,0,315.42,58.42,257
162,250,0,318.33,58.33,260
163,250,0,321.23,58.23,263
164,250,0,324.13,56.13,268
165,250,0,327.02,56.02,271
166,250,0,329.90,57.90,272
167,250,0,332.77,59.77,273
168,250,0,335.63,60.63,275
169,250,0,338.49,60.49,278
170,250,0,341.33,63.33,278
171,250,0,344.16,65.16,279
172,250,0,346.98,67.98,279
173,250,0,349.79,68.79,281
174,250,0,352.59,71.59,281
175,250,0,355.37,71.37,284
176,250,0,358.14,73.14,285
177,250,0,360.89,72.89,288
178,250,0,363.63,78.63,285
179,250,0,366.36,76.36,290
180,250,0,369.07,79.07,290
181,250,0,371.76,79.76,292
182,250,0,374.43,82.43,292
183,250,0,377.09,78.09,299
184,250,0,379.72,81.72,298
185,250,0,382.34,82.34,300
186,250,0,384.94,81.94,303
187,250,0,387.52,85.52,302
188,250,0,390.08,86.08,304
189,250,0,392.61,85.61,307
190,250,0,395.13,86.13,309
191,250,0,397.62,84.62,313
192,250,0,400.09,90.09,310
193,250,0,402.54,88.54,314
194,250,0,404.96,91.96,313
195,250,0,407.36,91.36,316
196,250,0,409.73,93.73,316
197,250,0,412.08,94.08,318
198,250,0,414.40,92.40,322
199,250,0,416.69,94.69,322
200,250,0,418.96,94.96,324
201,250,0,421.20,96.20,325
202,250,0,423.41,97.41,326
203,250,0,425.59,97.59,328
204,250,0,427.75,93.75,334
205,250,0,429.87,94.87,335
